Notes,County,County Code,Year,Year Code,Births,Total Population,Birth Rate,Average Age of Mother,Average LMP Gestational Age
,"Williamson County, TN",47187,2017,2017,2401,226257,10.61,31.59,38.69
Total,"Williamson County, TN",47187,,,11179,1061163,10.53,31.19,38.64
,"Wilson County, TN",47189,2014,2014,1459,125376,11.64,28.21,38.27
,"Wilson County, TN",47189,2015,2015,1469,128911,11.4,28.33,38.39
,"Wilson County, TN",47189,2016,2016,1527,132781,11.5,28.52,38.32
,"Wilson County, TN",47189,2017,2017,1567,136442,11.48,28.86,38.48
Total,"Wilson County, TN",47189,,,6022,523510,11.5,28.49,38.37
,"Unidentified Counties, TN",47999,2013,2013,31731,2864439,11.08,26.12,38.51
,"Unidentified Counties, TN",47999,2014,2014,30704,2750535,11.16,26.17,38.53
,"Unidentified Counties, TN",47999,2015,2015,30849,2758910,11.18,26.3,38.5
,"Unidentified Counties, TN",47999,2016,2016,30549,2769598,11.03,26.55,38.44
,"Unidentified Counties, TN",47999,2017,2017,30776,2785831,11.05,26.65,38.46
Total,"Unidentified Counties, TN",47999,,,154609,13929313,11.1,26.36,38.49
,"Bell County, TX",48027,2013,2013,6365,326843,19.47,26.23,38.65
,"Bell County, TX",48027,2014,2014,6228,329140,18.92,26.49,38.6
,"Bell County, TX",48027,2015,2015,6500,334941,19.41,26.66,38.59
,"Bell County, TX",48027,2016,2016,6140,340411,18.04,26.69,38.59
,"Bell County, TX",48027,2017,2017,5976,347833,17.18,26.98,38.54
Total,"Bell County, TX",48027,,,31209,1679168,18.59,26.61,38.59
,"Bexar County, TX",48029,2013,2013,26820,1817610,14.76,27.35,38.4
,"Bexar County, TX",48029,2014,2014,27792,1855866,14.98,27.53,38.39
,"Bexar County, TX",48029,2015,2015,28182,1897753,14.85,27.65,38.37
,"Bexar County, TX",48029,2016,2016,27968,1928680,14.5,27.89,38.33
,"Bexar County, TX",48029,2017,2017,27014,1958578,13.79,28.13,38.34
Total,"Bexar County, TX",48029,,,137776,9458487,14.57,27.71,38.37
,"Brazoria County, TX",48039,2013,2013,4677,330242,14.16,28.06,38.42
,"Brazoria County, TX",48039,2014,2014,4786,338124,14.15,27.96,38.44
,"Brazoria County, TX",48039,2015,2015,4943,346312,14.27,28.35,38.34
,"Brazoria County, TX",48039,2016,2016,4800,354195,13.55,28.61,38.38
,"Brazoria County, TX",48039,2017,2017,4630,362457,12.77,28.64,38.41
Total,"Brazoria County, TX",48039,,,23836,1731330,13.77,28.32,38.4
,"Brazos County, TX",48041,2013,2013,2636,203164,12.97,27.46,38.5
,"Brazos County, TX",48041,2014,2014,2830,209152,13.53,27.76,38.5
,"Brazos County, TX",48041,2015,2015,2904,215037,13.5,28.01,38.52
,"Brazos County, TX",48041,2016,2016,2771,220417,12.57,27.95,38.47
,"Brazos County, TX",48041,2017,2017,2692,222830,12.08,28.17,38.52
Total,"Brazos County, TX",48041,,,13833,1070600,12.92,27.87,38.5
,"Cameron County, TX",48061,2013,2013,7383,417276,17.69,26.29,38.34
,"Cameron County, TX",48061,2014,2014,7256,420392,17.26,26.43,38.28
,"Cameron County, TX",48061,2015,2015,7242,422156,17.15,26.47,38.27
,"Cameron County, TX",48061,2016,2016,6893,422135,16.33,26.49,38.28
,"Cameron County, TX",48061,2017,2017,6276,423725,14.81,26.65,38.13
Total,"Cameron County, TX",48061,,,35050,2105684,16.65,26.46,38.26
,"Collin County, TX",48085,2013,2013,10604,854778,12.41,30.18,38.52
,"Collin County, TX",48085,2014,2014,10890,885241,12.3,30.31,38.5
,"Collin County, TX",48085,2015,2015,10923,914127,11.95,30.39,38.57
,"Collin County, TX",48085,2016,2016,11086,939585,11.8,30.53,38.49
,"Collin County, TX",48085,2017,2017,10919,969603,11.26,30.52,38.53
Total,"Collin County, TX",48085,,,54422,4563334,11.93,30.39,38.52
,"Comal County, TX",48091,2014,2014,1447,123694,11.7,28.12,38.38
,"Comal County, TX",48091,2015,2015,1634,129048,12.66,28.47,38.41
,"Comal County, TX",48091,2016,2016,1448,134788,10.74,28.66,38.39
,"Comal County, TX",48091,2017,2017,1480,141009,10.5,28.94,38.55
Total,"Comal County, TX",48091,,,6009,528539,11.37,28.55,38.43
,"Dallas County, TX",48113,2013,2013,38712,2480331,15.61,27.62,38.58
,"Dallas County, TX",48113,2014,2014,39806,2518638,15.8,27.78,38.57
,"Dallas County, TX",48113,2015,2015,40131,2553385,15.72,27.97,38.67
,"Dallas County, TX",48113,2016,2016,40379,2574984,15.68,28.18,38.68
,"Dallas County, TX",48113,2017,2017,39263,2618148,15,28.28,38.58
Total,"Dallas County, TX",48113,,,198291,12745486,15.56,27.97,38.62
,"Denton County, TX",48121,2013,2013,9566,728799,13.13,29.23,38.6
,"Denton County, TX",48121,2014,2014,9876,753363,13.11,29.37,38.56
,"Denton County, TX",48121,2015,2015,10043,780612,12.87,29.6,38.53
,"Denton County, TX",48121,2016,2016,10195,806180,12.65,29.68,38.51
,"Denton County, TX",48121,2017,2017,9786,836210,11.7,29.77,38.5
Total,"Denton County, TX",48121,,,49466,3905164,12.67,29.53,38.54
,"Ector County, TX",48135,2013,2013,2915,149378,19.51,25.31,38.24
,"Ector County, TX",48135,2014,2014,3162,153904,20.55,25.76,38.24
,"Ector County, TX",48135,2015,2015,2991,159436,18.76,25.78,38.22
,"Ector County, TX",48135,2016,2016,2814,157462,17.87,26.12,38.13
,"Ector County, TX",48135,2017,2017,2750,157087,17.51,26.4,38.06
Total,"Ector County, TX",48135,,,14632,777267,18.82,25.86,38.18
,"Ellis County, TX",48139,2013,2013,2060,155976,13.21,27.03,38.5
,"Ellis County, TX",48139,2014,2014,2143,159317,13.45,27.29,38.66
,"Ellis County, TX",48139,2015,2015,2126,163632,12.99,27.62,38.6
,"Ellis County, TX",48139,2016,2016,2244,168499,13.32,27.65,38.65
,"Ellis County, TX",48139,2017,2017,2214,173620,12.75,27.91,38.52
Total,"Ellis County, TX",48139,,,10787,821044,13.14,27.51,38.59
,"El Paso County, TX",48141,2013,2013,13586,827718,16.41,26.32,38.43
,"El Paso County, TX",48141,2014,2014,13583,833487,16.3,26.5,38.42
,"El Paso County, TX",48141,2015,2015,13521,835593,16.18,26.62,38.54
,"El Paso County, TX",48141,2016,2016,13073,837918,15.6,26.7,38.44
,"El Paso County, TX",48141,2017,2017,12013,840410,14.29,26.8,38.42
Total,"El Paso County, TX",48141,,,65776,4175126,15.75,26.58,38.45
,"Fort Bend County, TX",48157,2013,2013,8538,652365,13.09,30.01,38.32
,"Fort Bend County, TX",48157,2014,2014,9318,685345,13.6,30.18,38.35
,"Fort Bend County, TX",48157,2015,2015,9888,716087,13.81,30.45,38.29
,"Fort Bend County, TX",48157,2016,2016,9976,741237,13.46,30.59,38.37
,"Fort Bend County, TX",48157,2017,2017,9627,764828,12.59,30.72,38.34
Total,"Fort Bend County, TX",48157,,,47347,3559862,13.3,30.4,38.33
,"Galveston County, TX",48167,2013,2013,3961,306782,12.91,27.68,38.46
,"Galveston County, TX",48167,2014,2014,4136,314198,13.16,27.91,38.38
,"Galveston County, TX",48167,2015,2015,4218,322225,13.09,28.18,38.38
,"Galveston County, TX",48167,2016,2016,4167,329431,12.65,28.33,38.4
,"Galveston County, TX",48167,2017,2017,3995,335036,11.92,28.54,38.42
Total,"Galveston County, TX",48167,,,20477,1607672,12.74,28.13,38.41
,"Grayson County, TX",48181,2013,2013,1508,122353,12.32,26.15,38.65
,"Grayson County, TX",48181,2014,2014,1562,123534,12.64,26.15,38.53
,"Grayson County, TX",48181,2015,2015,1581,125467,12.6,26.92,38.53
,"Grayson County, TX",48181,2016,2016,1543,128235,12.03,26.71,38.49
,"Grayson County, TX",48181,2017,2017,1580,131140,12.05,27.12,38.48
Total,"Grayson County, TX",48181,,,7774,630729,12.33,26.62,38.53
,"Gregg County, TX",48183,2013,2013,1880,123024,15.28,25.85,38.56
,"Gregg County, TX",48183,2014,2014,1963,123204,15.93,26.1,38.45
,"Gregg County, TX",48183,2015,2015,1859,124108,14.98,26.41,38.41
,"Gregg County, TX",48183,2016,2016,1743,123745,14.09,26.64,38.33
,"Gregg County, TX",48183,2017,2017,1623,123367,13.16,26.62,38.39
Total,"Gregg County, TX",48183,,,9068,617448,14.69,26.31,38.43
,"Guadalupe County, TX",48187,2014,2014,1786,147250,12.13,28.01,38.51
,"Guadalupe County, TX",48187,2015,2015,1838,151249,12.15,28.1,38.34
,"Guadalupe County, TX",48187,2016,2016,1847,155265,11.9,28.41,38.35
,"Guadalupe County, TX",48187,2017,2017,1773,159659,11.1,28.33,38.4
Total,"Guadalupe County, TX",48187,,,7244,613423,11.81,28.21,38.4
,"Harris County, TX",48201,2013,2013,68325,4336853,15.75,27.85,38.43
,"Harris County, TX",48201,2014,2014,71475,4441370,16.09,28.09,38.42
,"Harris County, TX",48201,2015,2015,73478,4538028,16.19,28.27,38.4
,"Harris County, TX",48201,2016,2016,72420,4589928,15.78,28.52,38.4
,"Harris County, TX",48201,2017,2017,68422,4652980,14.7,28.66,38.34
Total,"Harris County, TX",48201,,,354120,22559159,15.7,28.28,38.4
,"Hays County, TX",48209,2014,2014,2368,185025,12.8,28.53,38.62
,"Hays County, TX",48209,2015,2015,2468,194739,12.67,28.67,38.7
,"Hays County, TX",48209,2016,2016,2502,204470,12.24,29.04,38.66
,"Hays County, TX",48209,2017,2017,2584,214485,12.05,28.94,38.53
Total,"Hays County, TX",48209,,,9922,798719,12.42,28.8,38.63
,"Hidalgo County, TX",48215,2013,2013,16069,815996,19.69,26.34,38.22
,"Hidalgo County, TX",48215,2014,2014,16331,831073,19.65,26.52,38.21
,"Hidalgo County, TX",48215,2015,2015,16086,842304,19.1,26.58,38.18
,"Hidalgo County, TX",48215,2016,2016,14982,849843,17.63,26.77,38.14
,"Hidalgo County, TX",48215,2017,2017,14108,860661,16.39,26.77,38.1
Total,"Hidalgo County, TX",48215,,,77576,4199877,18.47,26.59,38.17
,"Jefferson County, TX",48245,2013,2013,3538,252358,14.02,26.4,38.39
,"Jefferson County, TX",48245,2014,2014,3635,252235,14.41,26.61,38.38
,"Jefferson County, TX",48245,2015,2015,3783,254308,14.88,26.34,38.44
,"Jefferson County, TX",48245,2016,2016,3578,254679,14.05,26.9,38.35
,"Jefferson County, TX",48245,2017,2017,3475,256299,13.56,27.1,38.38
Total,"Jefferson County, TX",48245,,,18009,1269879,14.18,26.67,38.39
,"Johnson County, TX",48251,2013,2013,2010,154707,12.99,26.64,38.79
,"Johnson County, TX",48251,2014,2014,2023,157456,12.85,26.7,38.69
,"Johnson County, TX",48251,2015,2015,2093,159990,13.08,26.73,38.82
,"Johnson County, TX",48251,2016,2016,2100,163274,12.86,27.12,38.65
,"Johnson County, TX",48251,2017,2017,2117,167301,12.65,27.17,38.76
Total,"Johnson County, TX",48251,,,10343,802728,12.88,26.88,38.74
,"Kaufman County, TX",48257,2014,2014,1527,111236,13.73,27.11,38.47
,"Kaufman County, TX",48257,2015,2015,1540,114690,13.43,27.45,38.6
,"Kaufman County, TX",48257,2016,2016,1663,118350,14.05,27.74,38.57
,"Kaufman County, TX",48257,2017,2017,1675,122883,13.63,27.97,38.51
Total,"Kaufman County, TX",48257,,,6405,467159,13.71,27.58,38.54
,"Lubbock County, TX",48303,2013,2013,4127,289324,14.26,26.31,38.35
,"Lubbock County, TX",48303,2014,2014,4237,293974,14.41,26.47,38.38
,"Lubbock County, TX",48303,2015,2015,4113,299453,13.74,26.85,38.48
,"Lubbock County, TX",48303,2016,2016,4273,303137,14.1,27.02,38.55
,"Lubbock County, TX",48303,2017,2017,4017,305225,13.16,26.93,38.56
Total,"Lubbock County, TX",48303,,,20767,1491113,13.93,26.71,38.46
,"McLennan County, TX",48309,2013,2013,3517,241481,14.56,26.34,38.62
,"McLennan County, TX",48309,2014,2014,3618,243441,14.86,26.66,38.51
,"McLennan County, TX",48309,2015,2015,3528,245671,14.36,26.82,38.61
,"McLennan County, TX",48309,2016,2016,3376,247934,13.62,26.97,38.55
,"McLennan County, TX",48309,2017,2017,3446,251259,13.71,27.1,38.5
Total,"McLennan County, TX",48309,,,17485,1229786,14.22,26.77,38.56
,"Midland County, TX",48329,2013,2013,2700,151468,17.83,26.19,38.46
,"Midland County, TX",48329,2014,2014,2828,155830,18.15,26.5,38.41
,"Midland County, TX",48329,2015,2015,3034,161077,18.84,26.92,38.33
,"Midland County, TX",48329,2016,2016,2904,162565,17.86,27.06,38.23
,"Midland County, TX",48329,2017,2017,2826,165049,17.12,27.51,38.32
Total,"Midland County, TX",48329,,,14292,795989,17.96,26.85,38.35
,"Montgomery County, TX",48339,2013,2013,6627,499137,13.28,28.1,38.66
,"Montgomery County, TX",48339,2014,2014,6975,518947,13.44,28.29,38.69
,"Montgomery County, TX",48339,2015,2015,7338,537559,13.65,28.35,38.61
,"Montgomery County, TX",48339,2016,2016,7347,556203,13.21,28.53,38.67
,"Montgomery County, TX",48339,2017,2017,7139,570934,12.5,28.78,38.59
Total,"Montgomery County, TX",48339,,,35426,2682780,13.2,28.42,38.64
,"Nueces County, TX",48355,2013,2013,4954,352107,14.07,26.41,38.35
,"Nueces County, TX",48355,2014,2014,5173,356221,14.52,26.76,38.26
,"Nueces County, TX",48355,2015,2015,5056,359715,14.06,27.05,38.29
,"Nueces County, TX",48355,2016,2016,4738,361350,13.11,27.1,38.33
,"Nueces County, TX",48355,2017,2017,4520,361221,12.51,27.18,38.27
Total,"Nueces County, TX",48355,,,24441,1790614,13.65,26.89,38.3
,"Parker County, TX",48367,2014,2014,1422,123164,11.55,27.63,38.77
,"Parker County, TX",48367,2015,2015,1485,126042,11.78,27.59,38.76
,"Parker County, TX",48367,2016,2016,1538,129441,11.88,28.03,38.66
,"Parker County, TX",48367,2017,2017,1498,133463,11.22,28.32,38.73
Total,"Parker County, TX",48367,,,5943,512110,11.6,27.89,38.73
,"Potter County, TX",48375,2013,2013,2073,121661,17.04,25.52,38.47
,"Potter County, TX",48375,2014,2014,2072,121627,17.04,25.81,38.44
,"Potter County, TX",48375,2015,2015,1945,121802,15.97,26.06,38.54
,"Potter County, TX",48375,2016,2016,1886,120832,15.61,26.47,38.19
,"Potter County, TX",48375,2017,2017,1714,120458,14.23,26.62,38.46
Total,"Potter County, TX",48375,,,9690,606380,15.98,26.07,38.42
,"Randall County, TX",48381,2013,2013,1693,126474,13.39,27.16,38.62
,"Randall County, TX",48381,2014,2014,1765,128220,13.77,27.34,38.71
,"Randall County, TX",48381,2015,2015,1667,130269,12.8,27.36,38.58
,"Randall County, TX",48381,2016,2016,1640,132501,12.38,27.72,38.57
,"Randall County, TX",48381,2017,2017,1550,134442,11.53,27.66,38.51
Total,"Randall County, TX",48381,,,8315,651906,12.75,27.44,38.6
,"Smith County, TX",48423,2013,2013,3095,216080,14.32,26.79,38.64
,"Smith County, TX",48423,2014,2014,3152,218842,14.4,27.11,38.64
,"Smith County, TX",48423,2015,2015,3110,222936,13.95,27.13,38.59
,"Smith County, TX",48423,2016,2016,3160,225290,14.03,27.56,38.56
,"Smith County, TX",48423,2017,2017,3055,227727,13.42,27.61,38.46
Total,"Smith County, TX",48423,,,15572,1110875,14.02,27.24,38.58
,"Tarrant County, TX",48439,2013,2013,27839,1911541,14.56,27.92,38.51
,"Tarrant County, TX",48439,2014,2014,28420,1945360,14.61,27.94,38.6
,"Tarrant County, TX",48439,2015,2015,28370,1982498,14.31,28.2,38.61
,"Tarrant County, TX",48439,2016,2016,28745,2016872,14.25,28.34,38.47
,"Tarrant County, TX",48439,2017,2017,27820,2054475,13.54,28.54,38.55
Total,"Tarrant County, TX",48439,,,141194,9910746,14.25,28.19,38.55
,"Taylor County, TX",48441,2013,2013,2000,134117,14.91,25.7,38.42
,"Taylor County, TX",48441,2014,2014,2120,135143,15.69,26.56,38.38
,"Taylor County, TX",48441,2015,2015,2097,136051,15.41,26.37,38.29
,"Taylor County, TX",48441,2016,2016,2037,136535,14.92,26.85,38.32
,"Taylor County, TX",48441,2017,2017,2094,136290,15.36,26.85,38.4
Total,"Taylor County, TX",48441,,,10348,678136,15.26,26.47,38.36
,"Tom Green County, TX",48451,2013,2013,1558,114954,13.55,26.28,38.64
,"Tom Green County, TX",48451,2014,2014,1668,116608,14.3,26.2,38.44
,"Tom Green County, TX",48451,2015,2015,1722,118105,14.58,26.76,38.4
,"Tom Green County, TX",48451,2016,2016,1556,118386,13.14,26.87,38.36
,"Tom Green County, TX",48451,2017,2017,1558,118019,13.2,27.25,38.29
Total,"Tom Green County, TX",48451,,,8062,586072,13.76,26.67,38.43
,"Travis County, TX",48453,2013,2013,15726,1120954,14.03,29.22,38.59
,"Travis County, TX",48453,2014,2014,16399,1151145,14.25,29.37,38.65
,"Travis County, TX",48453,2015,2015,16304,1176558,13.86,29.6,38.61
,"Travis County, TX",48453,2016,2016,15992,1199323,13.33,29.77,38.66
,"Travis County, TX",48453,2017,2017,15142,1226698,12.34,29.85,38.66
Total,"Travis County, TX",48453,,,79563,5874678,13.54,29.56,38.63
,"Webb County, TX",48479,2013,2013,5555,262495,21.16,26.28,38.47
,"Webb County, TX",48479,2014,2014,5493,266673,20.6,26.39,38.23
,"Webb County, TX",48479,2015,2015,5356,269721,19.86,26.36,38.22
,"Webb County, TX",48479,2016,2016,5189,271193,19.13,26.57,38.13
,"Webb County, TX",48479,2017,2017,4872,274794,17.73,26.55,38.05
Total,"Webb County, TX",48479,,,26465,1344876,19.68,26.43,38.23
,"Wichita County, TX",48485,2013,2013,1765,132047,13.37,25.82,38.27
,"Wichita County, TX",48485,2014,2014,1817,132355,13.73,26.16,38.41
,"Wichita County, TX",48485,2015,2015,1741,131705,13.22,26.33,38.42
,"Wichita County, TX",48485,2016,2016,1631,131838,12.37,26.74,38.49
,"Wichita County, TX",48485,2017,2017,1624,132000,12.3,26.76,38.86
Total,"Wichita County, TX",48485,,,8578,659945,13,26.35,38.48
,"Williamson County, TX",48491,2013,2013,6052,471014,12.85,29.36,38.61
,"Williamson County, TX",48491,2014,2014,6458,489250,13.2,29.69,38.58
,"Williamson County, TX",48491,2015,2015,6433,508514,12.65,29.74,38.62
,"Williamson County, TX",48491,2016,2016,6535,528718,12.36,30.02,38.56
,"Williamson County, TX",48491,2017,2017,6432,547545,11.75,30.01,38.55
Total,"Williamson County, TX",48491,,,31910,2545041,12.54,29.77,38.58
,"Unidentified Counties, TX",48999,2013,2013,66906,5246786,12.75,26.14,38.48
,"Unidentified Counties, TX",48999,2014,2014,60226,4607914,13.07,26.14,38.46
,"Unidentified Counties, TX",48999,2015,2015,60347,4646211,12.99,26.33,38.44
,"Unidentified Counties, TX",48999,2016,2016,59168,4676767,12.65,26.53,38.44
,"Unidentified Counties, TX",48999,2017,2017,56751,4704848,12.06,26.73,38.39
Total,"Unidentified Counties, TX",48999,,,303398,23882526,12.7,26.37,38.45
,"Cache County, UT",49005,2014,2014,2337,118343,19.75,27.69,38.43
,"Cache County, UT",49005,2015,2015,2363,120783,19.56,27.68,38.56
,"Cache County, UT",49005,2016,2016,2286,122753,18.62,27.98,38.44
,"Cache County, UT",49005,2017,2017,2194,124438,17.63,27.91,38.49
Total,"Cache County, UT",49005,,,9180,486317,18.88,27.81,38.48
,"Davis County, UT",49011,2013,2013,5741,322094,17.82,28.6,38.59
,"Davis County, UT",49011,2014,2014,5785,329692,17.55,28.82,38.6
,"Davis County, UT",49011,2015,2015,5878,336043,17.49,28.84,38.62
,"Davis County, UT",49011,2016,2016,5698,342281,16.65,29.02,38.55
,"Davis County, UT",49011,2017,2017,5481,347637,15.77,28.96,38.54
Total,"Davis County, UT",49011,,,28583,1677747,17.04,28.85,38.58
,"Salt Lake County, UT",49035,2013,2013,18046,1079721,16.71,28.49,38.65
,"Salt Lake County, UT",49035,2014,2014,17894,1091742,16.39,28.57,38.62
,"Salt Lake County, UT",49035,2015,2015,17398,1107314,15.71,28.81,38.64
,"Salt Lake County, UT",49035,2016,2016,17612,1121354,15.71,28.92,38.64
,"Salt Lake County, UT",49035,2017,2017,16754,1135649,14.75,29,38.6
Total,"Salt Lake County, UT",49035,,,87704,5535780,15.84,28.75,38.63
,"Utah County, UT",49049,2013,2013,11860,551891,21.49,28.16,38.68
,"Utah County, UT",49049,2014,2014,11945,560974,21.29,28.22,38.71
,"Utah County, UT",49049,2015,2015,11945,575205,20.77,28.36,38.64
,"Utah County, UT",49049,2016,2016,11971,592299,20.21,28.5,38.62
,"Utah County, UT",49049,2017,2017,11618,606425,19.16,28.43,38.63
Total,"Utah County, UT",49049,,,59339,2886794,20.56,28.33,38.66
,"Washington County, UT",49053,2014,2014,2256,151948,14.85,27.94,38.61
,"Washington County, UT",49053,2015,2015,2170,155602,13.95,28.04,38.6
,"Washington County, UT",49053,2016,2016,2210,160245,13.79,28.15,38.61
,"Washington County, UT",49053,2017,2017,2202,165662,13.29,28.09,38.64
Total,"Washington County, UT",49053,,,8838,633457,13.95,28.05,38.61
,"Weber County, UT",49057,2013,2013,3835,238519,16.08,27.15,38.6
,"Weber County, UT",49057,2014,2014,3826,240475,15.91,27.52,38.64
,"Weber County, UT",49057,2015,2015,3926,243645,16.11,27.53,38.61
,"Weber County, UT",49057,2016,2016,3876,247560,15.66,27.66,38.55
,"Weber County, UT",49057,2017,2017,3766,251769,14.96,27.69,38.65
Total,"Weber County, UT",49057,,,19229,1221968,15.74,27.51,38.61
,"Unidentified Counties, UT",49999,2013,2013,11475,708647,16.19,27.58,38.59
,"Unidentified Counties, UT",49999,2014,2014,7111,449728,15.81,27.68,38.55
,"Unidentified Counties, UT",49999,2015,2015,7098,457327,15.52,27.81,38.54
,"Unidentified Counties, UT",49999,2016,2016,6811,464725,14.66,27.95,38.54
,"Unidentified Counties, UT",49999,2017,2017,6570,470253,13.97,28.01,38.57
Total,"Unidentified Counties, UT",49999,,,39065,2550680,15.32,27.78,38.56
,"Chittenden County, VT",50007,2013,2013,1601,159515,10.04,30.31,39.2
,"Chittenden County, VT",50007,2014,2014,1598,160531,9.95,30.43,39.07
,"Chittenden County, VT",50007,2015,2015,1560,161382,9.67,30.69,39.19
,"Chittenden County, VT",50007,2016,2016,1552,161531,9.61,30.84,39.09
,"Chittenden County, VT",50007,2017,2017,1450,162372,8.93,31.02,39.08
Total,"Chittenden County, VT",50007,,,7761,805331,9.64,30.65,39.13
,"Unidentified Counties, VT",50999,2013,2013,4374,467115,9.36,28.18,39.19
,"Unidentified Counties, VT",50999,2014,2014,4532,466031,9.72,28.34,39.07
,"Unidentified Counties, VT",50999,2015,2015,4343,464660,9.35,28.57,39.12
,"Unidentified Counties, VT",50999,2016,2016,4204,463063,9.08,28.81,39.05
,"Unidentified Counties, VT",50999,2017,2017,4205,461285,9.12,29.01,39.07
Total,"Unidentified Counties, VT",50999,,,21658,2322154,9.33,28.58,39.1
,"Arlington County, VA",51013,2013,2013,3202,224906,14.24,32.22,38.86
,"Arlington County, VA",51013,2014,2014,3183,226908,14.03,32.34,38.9
,"Arlington County, VA",51013,2015,2015,3166,229164,13.82,32.18,38.91
,"Arlington County, VA",51013,2016,2016,3225,230050,14.02,32.53,38.83
,"Arlington County, VA",51013,2017,2017,2990,234965,12.73,32.47,38.88
Total,"Arlington County, VA",51013,,,15766,1145993,13.76,32.34,38.88
,"Chesterfield County, VA",51041,2013,2013,3766,327745,11.49,29.05,38.8
,"Chesterfield County, VA",51041,2014,2014,3765,332499,11.32,29.32,38.81
,"Chesterfield County, VA",51041,2015,2015,3803,335687,11.33,29.49,38.7
,"Chesterfield County, VA",51041,2016,2016,3885,339009,11.46,29.55,38.75
,"Chesterfield County, VA",51041,2017,2017,3845,343599,11.19,29.71,38.79
Total,"Chesterfield County, VA",51041,,,19064,1678539,11.36,29.43,38.77
,"Fairfax County, VA",51059,2013,2013,14652,1130924,12.96,31.23,38.68
,"Fairfax County, VA",51059,2014,2014,14758,1137538,12.97,31.35,38.73
,"Fairfax County, VA",51059,2015,2015,14448,1142234,12.65,31.43,38.71
,"Fairfax County, VA",51059,2016,2016,14525,1138652,12.76,31.52,38.7
,"Fairfax County, VA",51059,2017,2017,14220,1148433,12.38,31.56,38.68
Total,"Fairfax County, VA",51059,,,72603,5697781,12.74,31.42,38.7
,"Henrico County, VA",51087,2013,2013,3900,318611,12.24,29.3,38.46
,"Henrico County, VA",51087,2014,2014,4065,321924,12.63,29.46,38.47
,"Henrico County, VA",51087,2015,2015,3997,325155,12.29,29.67,38.54
,"Henrico County, VA",51087,2016,2016,3903,326501,11.95,30.01,38.61
,"Henrico County, VA",51087,2017,2017,3895,327898,11.88,29.9,38.61
Total,"Henrico County, VA",51087,,,19760,1620089,12.2,29.67,38.54
,"Loudoun County, VA",51107,2013,2013,5015,349679,14.34,31.37,38.77
,"Loudoun County, VA",51107,2014,2014,5062,363050,13.94,31.39,38.85
,"Loudoun County, VA",51107,2015,2015,5307,375629,14.13,31.65,38.78
,"Loudoun County, VA",51107,2016,2016,5335,385945,13.82,31.61,38.79
,"Loudoun County, VA",51107,2017,2017,5067,398080,12.73,31.78,38.76
Total,"Loudoun County, VA",51107,,,25786,1872383,13.77,31.56,38.79
,"Prince William County, VA",51153,2013,2013,6799,438580,15.5,29.61,38.8
,"Prince William County, VA",51153,2014,2014,6909,446094,15.49,29.8,38.79
,"Prince William County, VA",51153,2015,2015,6858,451721,15.18,29.93,38.82
,"Prince William County, VA",51153,2016,2016,6845,455210,15.04,29.93,38.77
,"Prince William County, VA",51153,2017,2017,6675,463023,14.42,29.98,38.65
Total,"Prince William County, VA",51153,,,34086,2254628,15.12,29.85,38.77
,"Spotsylvania County, VA",51177,2014,2014,1615,129188,12.5,28.43,38.65
,"Spotsylvania County, VA",51177,2015,2015,1591,130475,12.19,28.61,38.88
,"Spotsylvania County, VA",51177,2016,2016,1542,132010,11.68,28.77,38.81
,"Spotsylvania County, VA",51177,2017,2017,1505,133033,11.31,28.91,38.81
Total,"Spotsylvania County, VA",51177,,,6253,524706,11.92,28.68,38.79
,"Stafford County, VA",51179,2014,2014,1703,139992,12.16,28.95,38.85
,"Stafford County, VA",51179,2015,2015,1665,142003,11.73,29.16,38.73
,"Stafford County, VA",51179,2016,2016,1711,144361,11.85,29.53,38.78
,"Stafford County, VA",51179,2017,2017,1746,146649,11.91,29.37,38.98
Total,"Stafford County, VA",51179,,,6825,573005,11.91,29.25,38.84
,"Alexandria city, VA",51510,2013,2013,2808,148892,18.86,31.42,38.79
,"Alexandria city, VA",51510,2014,2014,2850,150575,18.93,31.38,38.82
,"Alexandria city, VA",51510,2015,2015,2857,153511,18.61,31.6,38.82
,"Alexandria city, VA",51510,2016,2016,2823,155810,18.12,31.58,38.88
,"Alexandria city, VA",51510,2017,2017,2647,160035,16.54,31.63,38.74
Total,"Alexandria city, VA",51510,,,13985,768823,18.19,31.52,38.81
,"Chesapeake city, VA",51550,2013,2013,2785,230571,12.08,28.03,38.83
,"Chesapeake city, VA",51550,2014,2014,3024,233371,12.96,28.31,38.81
,"Chesapeake city, VA",51550,2015,2015,2988,235429,12.69,28.63,38.95
,"Chesapeake city, VA",51550,2016,2016,2877,237940,12.09,28.82,38.84
,"Chesapeake city, VA",51550,2017,2017,2902,240397,12.07,28.89,38.62
Total,"Chesapeake city, VA",51550,,,14576,1177708,12.38,28.54,38.81
,"Hampton city, VA",51650,2013,2013,1823,136699,13.34,26.64,38.68
,"Hampton city, VA",51650,2014,2014,1767,136879,12.91,27.16,38.66
,"Hampton city, VA",51650,2015,2015,1640,136454,12.02,27.23,38.58
,"Hampton city, VA",51650,2016,2016,1727,135410,12.75,27.66,38.62
,"Hampton city, VA",51650,2017,2017,1736,134669,12.89,27.73,38.53
Total,"Hampton city, VA",51650,,,8693,680111,12.78,27.28,38.62
,"Newport News city, VA",51700,2013,2013,2861,182020,15.72,26.87,38.76
